processo_numero;processo_ocorrencia
8097524017;Não há Ocorrência para essa Solicitação
8097470717;Não há Ocorrência para essa Solicitação
8097427218;Não há Ocorrência para essa Solicitação
8097415418;Não há Ocorrência para essa Solicitação
8097302717;Imoveis com Danos/Risco
8097288417;Arvores em Risco
8097283217;Não há Ocorrência para essa Solicitação
8097279318;Não há Ocorrência para essa Solicitação
8097221518;Não há Ocorrência para essa Solicitação
8097207417;Imoveis com Danos/Risco
8097207417;Imoveis Alagados
8097205117;Tombamento de Arvores
8097205117;Muro com Danos
8097201617;Imoveis com Danos/Risco
8097199117;Imoveis com Danos/Risco
8097194017;Imoveis com Danos/Risco
8097186518;Não há Ocorrência para essa Solicitação
8097184218;Não há Ocorrência para essa Solicitação
8097163518;Invasao de Terreno de Auxilio Moradia
8097145718;Arvores em Risco
8096967517;Imoveis com Danos/Risco
8096966718;Não há Ocorrência para essa Solicitação
8096965217;Imoveis com Danos/Risco
8096937917;Não há Ocorrência para essa Solicitação
8096919017;Não há Ocorrência para essa Solicitação
8096887117;Arvores em Risco
8096887117;Imoveis com Danos/Risco
8096755817;Não há Ocorrência para essa Solicitação
8096603118;Imoveis com Danos/Risco
8096603118;Incendios
8096564618;Não há Ocorrência para essa Solicitação
8096546017;Imoveis com Danos/Risco
8096418018;Muro com Danos
8096384818;Não há Ocorrência para essa Solicitação
8096328217;Não há Ocorrência para essa Solicitação
8096295717;Não há Ocorrência para essa Solicitação
8096196917;Imoveis com Danos/Risco
8096181117;Imoveis com Danos/Risco
8096103017;Não há Ocorrência para essa Solicitação
8096090418;Não há Ocorrência para essa Solicitação
8096067218;Não há Ocorrência para essa Solicitação
8096049617;Invasao de Terreno de Auxilio Moradia
8096029318;Não há Ocorrência para essa Solicitação
8096015417;Não há Ocorrência para essa Solicitação
8095991017;Não há Ocorrência para essa Solicitação
8095949118;Arvores em Risco
8095949118;Muro com Danos
8095922618;Arvores em Risco
8095896518;Arvores em Risco
8095873717;Imoveis com Danos/Risco
8095856318;Imoveis com Danos/Risco
8095837918;Não há Ocorrência para essa Solicitação
8095826917;Não há Ocorrência para essa Solicitação
8095811018;Não há Ocorrência para essa Solicitação
8095750217;Não há Ocorrência para essa Solicitação
8095745917;Imoveis com Danos/Risco
8095698017;Deslizamentos de Barreiras
8095680218;Não há Ocorrência para essa Solicitação
8095673817;Não há Ocorrência para essa Solicitação
8095553018;Não há Ocorrência para essa Solicitação
8095512218;Não há Ocorrência para essa Solicitação
8095438917;Não há Ocorrência para essa Solicitação
8095357917;Imoveis com Danos/Risco
8095306517;Não há Ocorrência para essa Solicitação
8095287918;Imoveis com Danos/Risco
8095283318;Arvores em Risco
8095267017;Imoveis com Danos/Risco
8095217018;Muro com Danos
8095205218;Não há Ocorrência para essa Solicitação
8095186818;Imoveis com Danos/Risco
8095172718;Imoveis com Danos/Risco
8095159217;Imoveis com Danos/Risco
8095159018;Imoveis com Danos/Risco
8095152618;Imoveis com Danos/Risco
8095066417;Não há Ocorrência para essa Solicitação
8095043218;Não há Ocorrência para essa Solicitação
8095033718;Não há Ocorrência para essa Solicitação
8095007618;Não há Ocorrência para essa Solicitação
8094969918;Não há Ocorrência para essa Solicitação
8094952918;Não há Ocorrência para essa Solicitação
8094945218;Imoveis com Danos/Risco
8094936318;Deslizamentos de Barreiras
8094891117;Não há Ocorrência para essa Solicitação
8094837717;Não há Ocorrência para essa Solicitação
8094810018;Não há Ocorrência para essa Solicitação
8094792317;Não há Ocorrência para essa Solicitação
8094715718;Não há Ocorrência para essa Solicitação
8094710518;Muro com Danos
8094706017;Deslizamentos de Barreiras
8094706017;Não há Ocorrência para essa Solicitação
8094649617;Imoveis com Danos/Risco
8094640917;Arvores em Risco
8094640917;Imoveis com Danos/Risco
8094623717;Invasao de Terreno de Auxilio Moradia
8094598018;Invasao de Terreno de Auxilio Moradia
8094578117;Deslizamentos de Barreiras
8094578117;Não há Ocorrência para essa Solicitação
8094575217;Não há Ocorrência para essa Solicitação
8094565717;Imoveis com Danos/Risco
8094565717;Não há Ocorrência para essa Solicitação
8094563417;Imoveis com Danos/Risco
8094561117;Muro com Danos
8094559717;Arvores em Risco
8094559717;Deslizamentos de Barreiras
8094557417;Imoveis com Danos/Risco
8094549117;Não há Ocorrência para essa Solicitação
8094539617;Não há Ocorrência para essa Solicitação
8094526117;Imoveis com Danos/Risco
8094517217;Não há Ocorrência para essa Solicitação
8094468018;Não há Ocorrência para essa Solicitação
8094461518;Não há Ocorrência para essa Solicitação
8094456118;Não há Ocorrência para essa Solicitação
8094370018;Não há Ocorrência para essa Solicitação
8094268018;Invasao de Terreno de Auxilio Moradia
8094262417;Não há Ocorrência para essa Solicitação
8094210417;Imoveis com Danos/Risco
8094185017;Arvores em Risco
8094144018;Não há Ocorrência para essa Solicitação
8094142718;Não há Ocorrência para essa Solicitação
8094138018;Não há Ocorrência para essa Solicitação
8094083018;Não há Ocorrência para essa Solicitação
8094060217;Imoveis com Danos/Risco
8094060217;Não há Ocorrência para essa Solicitação
8094040018;Não há Ocorrência para essa Solicitação
8094031217;Muro com Danos
8094008918;Não há Ocorrência para essa Solicitação
8093906318;Não há Ocorrência para essa Solicitação
8093840218;Não há Ocorrência para essa Solicitação
8093768018;Arvores em Risco
8093730417;Não há Ocorrência para essa Solicitação
8093729418;Não há Ocorrência para essa Solicitação
8093717817;Invasao de Terreno de Auxilio Moradia
8093714917;Imoveis com Danos/Risco
8093664117;Não há Ocorrência para essa Solicitação
8093657318;Não há Ocorrência para essa Solicitação
8093654617;Arvores em Risco
8093637218;Não há Ocorrência para essa Solicitação
8093616518;Invasao de Terreno de Auxilio Moradia
8093600118;Não há Ocorrência para essa Solicitação
8093568018;Arvores em Risco
8093564518;Não há Ocorrência para essa Solicitação
8093550617;Deslizamentos de Barreiras
8093512717;Imoveis com Danos/Risco
8093396717;Não há Ocorrência para essa Solicitação
8093391318;Não há Ocorrência para essa Solicitação
8093363018;Imoveis com Danos/Risco
8093309518;Não há Ocorrência para essa Solicitação
8093286717;Imoveis com Danos/Risco
8093272617;Arvores em Risco
8093228717;Imoveis com Danos/Risco
8093214418;Não há Ocorrência para essa Solicitação
8093185617;Não há Ocorrência para essa Solicitação
8093178017;Não há Ocorrência para essa Solicitação
8093172117;Não há Ocorrência para essa Solicitação
8093161818;Muro com Danos
8093146017;Imoveis com Danos/Risco
8093126017;Imoveis com Danos/Risco
8093107318;Não há Ocorrência para essa Solicitação
8093070417;Não há Ocorrência para essa Solicitação
8093056117;Arvores em Risco
8093031718;Não há Ocorrência para essa Solicitação
8093030217;Postes em Risco
8093027117;Não há Ocorrência para essa Solicitação
8093022818;Imoveis com Danos/Risco
8093020717;Imoveis com Danos/Risco
8093018217;Não há Ocorrência para essa Solicitação
8092966417;Imoveis com Danos/Risco
8092966417;Não há Ocorrência para essa Solicitação
8092733017;Não há Ocorrência para essa Solicitação
8092720318;Arvores em Risco
8092712217;Não há Ocorrência para essa Solicitação
8092675017;Imoveis com Danos/Risco
8092675017;Imoveis Alagados
8092663117;Não há Ocorrência para essa Solicitação
8092646818;Imoveis com Danos/Risco
8092606618;Não há Ocorrência para essa Solicitação
8092549218;Imoveis com Danos/Risco
8092502618;Imoveis com Danos/Risco
8092484017;Não há Ocorrência para essa Solicitação
8092474417;Não há Ocorrência para essa Solicitação
8092473618;Imoveis com Danos/Risco
8092448317;Não há Ocorrência para essa Solicitação
8092448118;Não há Ocorrência para essa Solicitação
8092439218;Não há Ocorrência para essa Solicitação
8092439218;Imoveis com Danos/Risco
8092405018;Invasao de Terreno de Auxilio Moradia
8092396317;Imoveis com Danos/Risco
8092393218;Não há Ocorrência para essa Solicitação
8092368017;Não há Ocorrência para essa Solicitação
8092352418;Não há Ocorrência para essa Solicitação
8092347217;Imoveis com Danos/Risco
8092334618;Não há Ocorrência para essa Solicitação
8092246117;Não há Ocorrência para essa Solicitação
8092189618;Não há Ocorrência para essa Solicitação
8092173417;Não há Ocorrência para essa Solicitação
8092166817;Imoveis com Danos/Risco
8092158318;Não há Ocorrência para essa Solicitação
8092128917;Não há Ocorrência para essa Solicitação
8092105917;Não há Ocorrência para essa Solicitação
8092090117;Invasao de Terreno de Auxilio Moradia
8092078018;Imoveis com Danos/Risco
8092062817;Não há Ocorrência para essa Solicitação
8092039418;Imoveis com Danos/Risco
8091926718;Não há Ocorrência para essa Solicitação
8091896217;Invasao de Terreno de Auxilio Moradia
8091875318;Não há Ocorrência para essa Solicitação
8091822718;Invasao de Terreno de Auxilio Moradia
8091804017;Imoveis com Danos/Risco
8091770917;Imoveis com Danos/Risco
8091606218;Não há Ocorrência para essa Solicitação
8091590017;Não há Ocorrência para essa Solicitação
8091576817;Imoveis com Danos/Risco
8091572018;Arvores em Risco
8091543018;Não há Ocorrência para essa Solicitação
8091495618;Não há Ocorrência para essa Solicitação
8091486718;Não há Ocorrência para essa Solicitação
8091458318;Invasao de Terreno de Auxilio Moradia
8091458318;Imoveis com Danos/Risco
8091364918;Não há Ocorrência para essa Solicitação
8091351418;Alagamentos
8091349018;Imoveis com Danos/Risco
8091347718;Não há Ocorrência para essa Solicitação
8091346217;Muro com Danos
8091345418;Não há Ocorrência para essa Solicitação
8091342518;Não há Ocorrência para essa Solicitação
8091340218;Não há Ocorrência para essa Solicitação
8091338818;Não há Ocorrência para essa Solicitação
8091327817;Não há Ocorrência para essa Solicitação
8091308317;Imoveis com Danos/Risco
8091304817;Não há Ocorrência para essa Solicitação
8091299417;Desabamento Total Imoveis
8091250517;Não há Ocorrência para essa Solicitação
8091220917;Imoveis com Danos/Risco
8091208718;Não há Ocorrência para essa Solicitação
8091205818;Não há Ocorrência para essa Solicitação
8091194817;Não há Ocorrência para essa Solicitação
8091194817;Imoveis com Danos/Risco
8091092918;Arvores em Risco
8091092918;Não há Ocorrência para essa Solicitação
8091004417;Não há Ocorrência para essa Solicitação
8090975617;Imoveis com Danos/Risco
8090949517;Não há Ocorrência para essa Solicitação
8090894418;Não há Ocorrência para essa Solicitação
8090886118;Imoveis com Danos/Risco
8090697418;Não há Ocorrência para essa Solicitação
8090585317;Imoveis com Danos/Risco
8090582417;Não há Ocorrência para essa Solicitação
8090571018;Não há Ocorrência para essa Solicitação
8090548918;Não há Ocorrência para essa Solicitação
8090495417;Imoveis com Danos/Risco
8090467918;Não há Ocorrência para essa Solicitação
8090464018;Não há Ocorrência para essa Solicitação
8090424017;Não há Ocorrência para essa Solicitação
8090379417;Imoveis com Danos/Risco
8090377117;Imoveis com Danos/Risco
8090360018;Invasao de Terreno de Auxilio Moradia
8090348117;Não há Ocorrência para essa Solicitação
8090348117;Imoveis com Danos/Risco
8090337818;Imoveis com Danos/Risco
8090330318;Imoveis com Danos/Risco
8090322018;Imoveis com Danos/Risco
8090309418;Imoveis com Danos/Risco
8090278317;Não há Ocorrência para essa Solicitação
8090271917;Não há Ocorrência para essa Solicitação
8090248717;Não há Ocorrência para essa Solicitação
8090241217;Não há Ocorrência para essa Solicitação
8090193817;Não há Ocorrência para essa Solicitação
8090175818;Não há Ocorrência para essa Solicitação
8090078218;Não há Ocorrência para essa Solicitação
8090059818;Não há Ocorrência para essa Solicitação
8089859418;Arvores em Risco
8089855017;Imoveis com Danos/Risco
8089855017;Muro com Danos
8089850917;Arvores em Risco
8089676718;Não há Ocorrência para essa Solicitação
8089662618;Não há Ocorrência para essa Solicitação
8089605218;Deslizamentos de Barreiras
8089605218;Desabamento Parcial Imoveis
8089475118;Não há Ocorrência para essa Solicitação
8089457318;Não há Ocorrência para essa Solicitação
8089429117;Imoveis com Danos/Risco
8089395017;Não há Ocorrência para essa Solicitação
8089393717;Não há Ocorrência para essa Solicitação
8089391417;Deslizamentos de Barreiras
8089391417;Não há Ocorrência para essa Solicitação
8089383117;Não há Ocorrência para essa Solicitação
8089379417;Imoveis com Danos/Risco
8089369718;Não há Ocorrência para essa Solicitação
8089349817;Invasao de Terreno de Auxilio Moradia
8089333218;Não há Ocorrência para essa Solicitação
8089289517;Não há Ocorrência para essa Solicitação
8089286617;Não há Ocorrência para essa Solicitação
8089273117;Não há Ocorrência para essa Solicitação
8089269218;Não há Ocorrência para essa Solicitação
8089257617;Muro com Danos
8089246417;Não há Ocorrência para essa Solicitação
8089238117;Não há Ocorrência para essa Solicitação
8089236917;Não há Ocorrência para essa Solicitação
8089219717;Não há Ocorrência para essa Solicitação
8089200417;Não há Ocorrência para essa Solicitação
8089198017;Imoveis com Danos/Risco
8089190917;Não há Ocorrência para essa Solicitação
8089188218;Não há Ocorrência para essa Solicitação
8089098517;Invasao de Terreno de Auxilio Moradia
8089073217;Arvores em Risco
8089056918;Não há Ocorrência para essa Solicitação
